id,ime,gorovje,visina,ogledi,priljubljenost,stevilo_poti
2084,Peseke,Posavsko hribovje in Dolenjska,428,246,14,1
2085,Mala Radenska stena,Posavsko hribovje in Dolenjska,428,732,24,1
2086,Sveta Marija (Trška Gora),Posavsko hribovje in Dolenjska,428,21170,47,2
2087,Sveti Križ (Liška gora),Posavsko hribovje in Dolenjska,428,127986,56,1
2088,Grad Kunšperk,Posavsko hribovje in Dolenjska,426,749,24,2
2089,Gaj,Posavsko hribovje in Dolenjska,419,234,13,2
2090,Sveta Katarina (Kuretno),Posavsko hribovje in Dolenjska,419,357,17,1
2091,Veliki vrh (Križentaver),Posavsko hribovje in Dolenjska,419,8530,44,2
2092,Lovska koča na Malem Cirniku,Posavsko hribovje in Dolenjska,416,29,1,1
2093,Koča pri čarovnici,Posavsko hribovje in Dolenjska,410,422,19,1
2094,Tinska gora,Posavsko hribovje in Dolenjska,409,175791,61,3
2095,Stari grad na Grajskem hribu,Posavsko hribovje in Dolenjska,407,282696,72,2
2096,Oljska gora,Posavsko hribovje in Dolenjska,401,11180,45,3
2097,Sv. Miklavž na Goropečah,Posavsko hribovje in Dolenjska,401,2030,32,2
2098,Stari grad (Volčji Potok),Posavsko hribovje in Dolenjska,398,3020,36,2
2099,Miklavžev hrib (Miklavški hrib),Posavsko hribovje in Dolenjska,394,178320,61,2
2100,Sv. Janez Krstnik (Vine),Posavsko hribovje in Dolenjska,392,134,9,1
2101,Kamnolom mlinskih kamnov,Posavsko hribovje in Dolenjska,390,1490,30,1
2102,Hribce,Posavsko hribovje in Dolenjska,388,2051,32,1
2103,Stara sveta gora,Posavsko hribovje in Dolenjska,386,1190,28,3
2104,Sveti Vid (Šentviška gora),Posavsko hribovje in Dolenjska,385,3270,37,3
2105,Sv. Kunigunda na Taboru nad Ihanom,Posavsko hribovje in Dolenjska,377,3142,37,2
2106,Miklavžev hrib (Razgledni stolp),Posavsko hribovje in Dolenjska,376,2111,33,2
2107,Sveta Neža (Liboje),Posavsko hribovje in Dolenjska,368,2330,34,1
2108,Grad Kozje (Drachenburg),Posavsko hribovje in Dolenjska,360,910,26,2
2109,Radenski kal,Posavsko hribovje in Dolenjska,360,580,22,1
2110,Grad Podčetrtek,Posavsko hribovje in Dolenjska,355,1620,30,3
2111,Sv. Andrej nad Olimjem,Posavsko hribovje in Dolenjska,351,2555,35,1
2112,Dom Frata,Posavsko hribovje in Dolenjska,345,10100,45,3
2113,Sveta Ema,Posavsko hribovje in Dolenjska,344,104,7,3
2114,Grad Pišece,Posavsko hribovje in Dolenjska,343,53,2,1
2115,Prnek,Posavsko hribovje in Dolenjska,341,59,3,1
2116,Gradišče (pri Grižah),Posavsko hribovje in Dolenjska,341,2460,35,1
2117,Gradiško jezero,Posavsko hribovje in Dolenjska,340,14660,46,1
2118,Sveti Primož (Kremen),Posavsko hribovje in Dolenjska,340,4472,40,1
2119,Lahomniški sopot,Posavsko hribovje in Dolenjska,325,203105,64,1
2120,Cerkev sv. Krištofa na Gramnu,Posavsko hribovje in Dolenjska,324,277,14,1
2121,Sv. Areh (Vonarje),Posavsko hribovje in Dolenjska,322,46,2,1
2122,Sv. Urban (Cmereška Gorca),Posavsko hribovje in Dolenjska,322,152824,59,2
2123,Gruska jama,Posavsko hribovje in Dolenjska,320,923,26,1
2124,Sveta Trojica (Prnek),Posavsko hribovje in Dolenjska,317,55,3,1
2125,Sv. Lovrenc (Kompole),Posavsko hribovje in Dolenjska,315,240667,67,2
2126,Turistična kmetija Žurej,Posavsko hribovje in Dolenjska,313,250,14,1
2127,Pusti Peter,Posavsko hribovje in Dolenjska,311,232498,67,1
2128,Sv. Vid (Vonarje),Posavsko hribovje in Dolenjska,310,43,2,1
2129,Sveti Urban (Gorica pri Slivnici),Posavsko hribovje in Dolenjska,310,337,16,1
2130,Cerkev Lurške Matere Božje (Lurd),Posavsko hribovje in Dolenjska,300,495,20,1
2131,Slivniško jezero,Posavsko hribovje in Dolenjska,295,815,25,1
2132,Herkulovo svetišče na Bregu,Posavsko hribovje in Dolenjska,290,1831,31,1
2133,Stari grad Radeče (Ratschach),Posavsko hribovje in Dolenjska,272,261,14,1
2134,Izvir Krke,Posavsko hribovje in Dolenjska,272,12330,46,2
2135,Stari grad nad Otočcem,Posavsko hribovje in Dolenjska,250,4500,40,1
2136,Levstikov mlin,Posavsko hribovje in Dolenjska,240,64,3,1
2137,Jelovička in Mihova jama,Posavsko hribovje in Dolenjska,240,2460,35,1
2138,Sveti Lovrenc (Podčetrtek),Posavsko hribovje in Dolenjska,228,764,24,1
2139,Ribnik Vonarje,Posavsko hribovje in Dolenjska,205,41,1,1
2140,Bobrov center,Posavsko hribovje in Dolenjska,205,58,3,1
2141,Sotinski breg (Kugla),Prekmurje,418,372365,80,7
2142,Serdiški breg (Rdeči breg),Prekmurje,416,203035,64,8
2143,Križarka (Kamlik),Prekmurje,413,885,26,4
2144,Srebrni breg,Prekmurje,404,2050,32,3
2145,Vukova kapela (Vidonci),Prekmurje,401,452,19,1
2146,Cerkev sv. Ane v Boreči,Prekmurje,395,927,26,5
2147,Kamenek,Prekmurje,392,807,25,2
2148,Tromejnik,Prekmurje,390,274439,71,9
2149,Evharistični križ v Trdkovi,Prekmurje,388,559,21,1
2150,Pepelšček,Prekmurje,386,446,19,2
2151,Kapela Presvetega Srca Jezusovega in Brezmadežnega Srca Marijinega v Martinju,Prekmurje,375,387,18,1
2152,Činčev breg,Prekmurje,375,911,26,2
2153,Bogin breg,Prekmurje,371,467,20,2
2154,Grad Grad na Goričkem,Prekmurje,370,185325,62,3
2155,Zalka,Prekmurje,362,412,18,2
2156,Gorički breg,Prekmurje,362,771,24,1
2157,Sveti Benedikt (Kančevci),Prekmurje,358,119039,55,5
2158,Kapela v Stanjevcih,Prekmurje,357,243,14,1
2159,Sveta Trojica (Gornji Petrovci),Prekmurje,355,428,19,3
2160,Mejni kamen A 115,Prekmurje,353,1000,26,7
2161,Apneni breg,Prekmurje,352,444,19,2
2162,Radovci (gasilski dom),Prekmurje,352,54,2,1
2163,Beli breg,Prekmurje,346,465,20,4
2164,Mejni kamen Marije Terezije (Tromejnik),Prekmurje,343,456,20,6
2165,Marija Snežna (Fikšinci),Prekmurje,332,373,17,2
2166,Kripta,Prekmurje,331,600,22,4
2167,Grajski izvir pri gradu Grad na Goričkem,Prekmurje,330,79,5,1
2168,Piramida (Lendavske gorice),Prekmurje,327,6660,43,4
2169,Griški vrh,Prekmurje,322,452,19,2
2170,Makotrov breg,Prekmurje,319,454,20,2
2171,Kapela v Zgornjih Moravcih,Prekmurje,315,283,15,3
2172,Cerkev sv. Nikolaja (Dolenci),Prekmurje,309,141,10,1
2173,Sveti Martin (Stari breg),Prekmurje,307,354,17,1
2174,Fuks graba,Prekmurje,305,614,23,1
2175,Határkőpark,Prekmurje,305,222,13,4
2176,Kamnolom bazaltnega tufa,Prekmurje,305,126,9,0
2177,Trestenjak,Prekmurje,304,278,15,2
2178,Razgledni stolp Vinarium Lendava,Prekmurje,302,6500,43,4
2179,Črni kamen,Prekmurje,300,49,2,1
2180,Slatinski vrelec Ocinje,Prekmurje,299,41,2,1
2181,Sveta Helena (Pertoča),Prekmurje,298,336,16,1
2182,Planinska koča Rak,Prekmurje,290,2490,35,6
2183,Gomba,Prekmurje,290,269,14,2
2184,Evangeličanska cerkev (Bodonci),Prekmurje,287,181,11,2
2185,Budinci,Prekmurje,285,443,19,2
2186,Ograd,Prekmurje,282,336,16,1
2187,Izvir slatine (pod Činčevim bregom),Prekmurje,280,918,26,1
2188,Vidrin center Aqualutra,Prekmurje,275,316,16,1
2189,Jezero Križevci,Prekmurje,272,660,23,1
2190,Sveta Trojica v Lendavskih goricah,Prekmurje,266,2180,33,2
2191,Kačova mlaka,Prekmurje,265,433,19,2
2192,Močvara (Lončarovci),Prekmurje,257,854,25,2
2193,Voglerjeva koča,Prekmurje,257,91,5,4
2194,Rotunda sv. Nikolaja (Selo),Prekmurje,251,364823,79,4
2195,Vršič nad Bogojino,Prekmurje,246,128234,56,1
2196,Hodoško jezero,Prekmurje,243,1030,27,2
2197,Slatinski vrelec Nuskova,Prekmurje,239,851,25,3
2198,Ledavsko jezero,Prekmurje,218,627,23,2
2199,Lendavski grad (Dolnjelendavski grad),Prekmurje,205,2510,35,1
2200,Sveti Vid (pri Bukovniškem jezeru),Prekmurje,205,407,18,2
2201,Cerkev Marijinega rojstva (Tišina),Prekmurje,204,60,3,1
2202,Močvirje Zaton,Prekmurje,201,128,9,1
2203,Gramoznica pri nasipu Petanjci,Prekmurje,200,128,9,2
2204,Vrt spominov in tovarištva na Petanjcih,Prekmurje,200,73,4,1
2205,Plečnikova cerkev (Bogojina),Prekmurje,198,433,19,2
2206,Gramoznica Kobilje,Prekmurje,195,57,3,2
2207,Gramoznica Kupšinci,Prekmurje,194,61,3,1
2208,Grad Murska Sobota,Prekmurje,192,207,12,2
2209,Bukovniško jezero,Prekmurje,189,254208,69,6
2210,Soboško jezero,Prekmurje,188,3890,39,1
2211,Ribnik Taškal,Prekmurje,183,326,16,1
2212,Gramoznica Dokležovje,Prekmurje,182,502,20,1
2213,Gramoznica Vučja jama,Prekmurje,179,546,21,3
2214,Otok ljubezni,Prekmurje,179,1040,27,4
2215,Gramoznica Ivanci,Prekmurje,177,535,21,4
2216,Altemaver (Ratitovec),"Škofjeloško, Cerkljansko hribovje in Jelovica",1678,996407,99,14
2217,Gladki vrh (Ratitovec),"Škofjeloško, Cerkljansko hribovje in Jelovica",1667,512295,92,15
2218,Kremant (Ratitovec),"Škofjeloško, Cerkljansko hribovje in Jelovica",1654,307754,74,5
2219,Kosmati vrh (Ratitovec),"Škofjeloško, Cerkljansko hribovje in Jelovica",1643,367788,80,9
2220,Krekova koča na Ratitovcu,"Škofjeloško, Cerkljansko hribovje in Jelovica",1642,919563,99,21
2221,Porezen,"Škofjeloško, Cerkljansko hribovje in Jelovica",1630,902296,99,21
2222,Dom na Poreznu,"Škofjeloško, Cerkljansko hribovje in Jelovica",1590,550610,93,20
2223,Blegoš,"Škofjeloško, Cerkljansko hribovje in Jelovica",1562,1058256,100,13
2224,Kačji rob (Ovharn),"Škofjeloško, Cerkljansko hribovje in Jelovica",1552,351558,78,3
2225,Žbajnek,"Škofjeloško, Cerkljansko hribovje in Jelovica",1538,303490,73,2
2226,Hoč,"Škofjeloško, Cerkljansko hribovje in Jelovica",1514,8997,45,2
2227,Planina Klom,"Škofjeloško, Cerkljansko hribovje in Jelovica",1500,312371,75,3
2228,Črni vrh (nad Soriško planino),"Škofjeloško, Cerkljansko hribovje in Jelovica",1486,17380,47,2
2229,Planina Pečana,"Škofjeloško, Cerkljansko hribovje in Jelovica",1472,364639,79,5
2230,Medrce,"Škofjeloško, Cerkljansko hribovje in Jelovica",1410,232946,67,6
2231,Koprivnik,"Škofjeloško, Cerkljansko hribovje in Jelovica",1393,439878,86,7
2232,Koča na Blegošu,"Škofjeloško, Cerkljansko hribovje in Jelovica",1391,556065,94,8
2233,Mladi vrh,"Škofjeloško, Cerkljansko hribovje in Jelovica",1374,350680,78,6
2234,Kopa (Cimprovka),"Škofjeloško, Cerkljansko hribovje in Jelovica",1360,245730,68,3
2235,Lipniška planina,"Škofjeloško, Cerkljansko hribovje in Jelovica",1330,7298,44,1
2236,Tonderškofel,"Škofjeloško, Cerkljansko hribovje in Jelovica",1326,7840,44,3
2237,Erbelc,"Škofjeloško, Cerkljansko hribovje in Jelovica",1308,6820,43,4
2238,Otavnik,"Škofjeloško, Cerkljansko hribovje in Jelovica",1306,5970,42,2
2239,Kojca,"Škofjeloško, Cerkljansko hribovje in Jelovica",1303,465247,88,10
2240,Črni vrh nad Novaki,"Škofjeloško, Cerkljansko hribovje in Jelovica",1291,355948,78,2
2241,Planina Otavnik,"Škofjeloško, Cerkljansko hribovje in Jelovica",1268,4440,40,2
2242,Koča na Črnem vrhu nad Novaki,"Škofjeloško, Cerkljansko hribovje in Jelovica",1245,341199,77,1
2243,Gozdarske koče Martinček,"Škofjeloško, Cerkljansko hribovje in Jelovica",1240,5619,42,2
2244,Britmanca,"Škofjeloško, Cerkljansko hribovje in Jelovica",1231,1190,28,3
2245,Stari vrh,"Škofjeloško, Cerkljansko hribovje in Jelovica",1217,472153,89,3
2246,Zavetišče gorske straže na Jelencih,"Škofjeloško, Cerkljansko hribovje in Jelovica",1185,369967,80,3
2247,Planina Kališnik,"Škofjeloško, Cerkljansko hribovje in Jelovica",1180,4430,40,2
2248,Bela peč (Podbliška gora),"Škofjeloško, Cerkljansko hribovje in Jelovica",1158,21480,47,12
2249,Hudournik,"Škofjeloško, Cerkljansko hribovje in Jelovica",1148,282359,71,3
2250,Počitniški dom Goričane,"Škofjeloško, Cerkljansko hribovje in Jelovica",1145,198516,63,1
2251,Dražgoška gora,"Škofjeloško, Cerkljansko hribovje in Jelovica",1140,13000,46,2
2252,Selska planina,"Škofjeloško, Cerkljansko hribovje in Jelovica",1140,200862,63,1
2253,Babji zob,"Škofjeloško, Cerkljansko hribovje in Jelovica",1128,592477,95,5
2254,Planina Tamar,"Škofjeloško, Cerkljansko hribovje in Jelovica",1124,405001,83,2
2255,Ribčeva planina,"Škofjeloško, Cerkljansko hribovje in Jelovica",1115,176789,61,2
2256,Partizanski dom na Vodiški planini,"Škofjeloško, Cerkljansko hribovje in Jelovica",1108,567023,94,15
2257,Jelenk,"Škofjeloško, Cerkljansko hribovje in Jelovica",1107,423944,85,3
2258,Partizanska tehnika Meta,"Škofjeloško, Cerkljansko hribovje in Jelovica",1100,3400,38,4
2259,Oblakova planina,"Škofjeloško, Cerkljansko hribovje in Jelovica",1100,182988,62,2
2260,Lovska koča LD Otavnik,"Škofjeloško, Cerkljansko hribovje in Jelovica",1090,2251,33,2
2261,Danejeva planina,"Škofjeloško, Cerkljansko hribovje in Jelovica",1090,306855,74,2
2262,Gozdarska koča Rovtarica,"Škofjeloško, Cerkljansko hribovje in Jelovica",1089,316351,75,1
2263,Vrhovec,"Škofjeloško, Cerkljansko hribovje in Jelovica",1079,270965,70,2
2264,Vojsko,"Škofjeloško, Cerkljansko hribovje in Jelovica",1077,410238,84,6
2265,Malenski vrh,"Škofjeloško, Cerkljansko hribovje in Jelovica",1051,8160,44,4
2266,Bevkov vrh,"Škofjeloško, Cerkljansko hribovje in Jelovica",1051,532088,93,8
2267,Lovska koča na Toli,"Škofjeloško, Cerkljansko hribovje in Jelovica",1040,189877,62,2
2268,Žagarjev hlev v Grobljah,"Škofjeloško, Cerkljansko hribovje in Jelovica",1035,142389,58,1
2269,Koča na Starem vrhu,"Škofjeloško, Cerkljansko hribovje in Jelovica",1032,427865,85,2
2270,Ermanovec,"Škofjeloško, Cerkljansko hribovje in Jelovica",1026,524059,92,11
2271,Lubnik,"Škofjeloško, Cerkljansko hribovje in Jelovica",1025,834140,99,10
2272,Planina Prihod,"Škofjeloško, Cerkljansko hribovje in Jelovica",1017,3526,38,3
2273,Bičkova skala,"Škofjeloško, Cerkljansko hribovje in Jelovica",1012,9750,45,1
2274,Prtovč,"Škofjeloško, Cerkljansko hribovje in Jelovica",1011,323183,76,4
2275,Sivka,"Škofjeloško, Cerkljansko hribovje in Jelovica",1008,505557,91,8
2276,Štor,"Škofjeloško, Cerkljansko hribovje in Jelovica",1005,167813,60,12
2277,Razpok,"Škofjeloško, Cerkljansko hribovje in Jelovica",1002,2610,35,5
2278,Davški slapovi,"Škofjeloško, Cerkljansko hribovje in Jelovica",1000,15030,46,1
2279,Gradišče (nad Spodnjo Idrijo),"Škofjeloško, Cerkljansko hribovje in Jelovica",998,194531,63,5
2280,Loncmanova Sivka (Mrzli Vrh),"Škofjeloško, Cerkljansko hribovje in Jelovica",987,298210,73,7
2281,Cerkev Marijinega vnebovzetja (Gora),"Škofjeloško, Cerkljansko hribovje in Jelovica",987,235966,67,4
2282,Črvov vrh,"Škofjeloško, Cerkljansko hribovje in Jelovica",974,8223,44,8
2283,Škofje,"Škofjeloško, Cerkljansko hribovje in Jelovica",973,198915,63,9
2284,Planinska koča Mrzl'k,"Škofjeloško, Cerkljansko hribovje in Jelovica",971,18770,47,7
2285,Koča na Ermanovcu,"Škofjeloško, Cerkljansko hribovje in Jelovica",968,461460,88,12
2286,Ribenska planina,"Škofjeloško, Cerkljansko hribovje in Jelovica",965,3780,39,2
2287,Ažmanov rovt,"Škofjeloško, Cerkljansko hribovje in Jelovica",960,1870,32,5
2288,Vrhovski grič,"Škofjeloško, Cerkljansko hribovje in Jelovica",958,1170,28,4
2289,Miklavška gora,"Škofjeloško, Cerkljansko hribovje in Jelovica",955,262523,70,2
2290,Suharna,"Škofjeloško, Cerkljansko hribovje in Jelovica",952,4100,39,1
2291,Sveti Mohor (Zabrekve),"Škofjeloško, Cerkljansko hribovje in Jelovica",952,459712,88,8
2292,Krog (Ledinski grič),"Škofjeloško, Cerkljansko hribovje in Jelovica",940,1650,31,6
2293,Planinski dom Goška ravan,"Škofjeloško, Cerkljansko hribovje in Jelovica",933,359228,79,6
2294,Kucelj (nad Kopačnico),"Škofjeloško, Cerkljansko hribovje in Jelovica",920,1780,31,2
2295,Sveti Brikcij (Četena Ravan),"Škofjeloško, Cerkljansko hribovje in Jelovica",920,2450,34,1
2296,Bukovski vrh,"Škofjeloško, Cerkljansko hribovje in Jelovica",918,2510,35,4
2297,Špik (Vranškov grič),"Škofjeloško, Cerkljansko hribovje in Jelovica",908,1550,30,3
2298,Hleviška planina,"Škofjeloško, Cerkljansko hribovje in Jelovica",908,478398,89,5
2299,Bitenjska planina,"Škofjeloško, Cerkljansko hribovje in Jelovica",901,159202,59,2
2300,Planina Vršana,"Škofjeloško, Cerkljansko hribovje in Jelovica",900,2930,36,1
2301,Sleme (Površnica),"Škofjeloško, Cerkljansko hribovje in Jelovica",883,2624,35,4
2302,Tolsti vrh (Talež),"Škofjeloško, Cerkljansko hribovje in Jelovica",883,418987,84,2
2303,Veliki vrh (Lajše),"Škofjeloško, Cerkljansko hribovje in Jelovica",881,148956,58,5
2304,Sveti Marko (Spodnje Danje),"Škofjeloško, Cerkljansko hribovje in Jelovica",878,2350,34,1
2305,Sveti Križ nad Selcami,"Škofjeloško, Cerkljansko hribovje in Jelovica",860,3800,39,4
2306,Sveta Jedert (Lajše),"Škofjeloško, Cerkljansko hribovje in Jelovica",850,2851,36,2
2307,Sveti Jošt nad Kranjem,"Škofjeloško, Cerkljansko hribovje in Jelovica",845,836269,99,12
2308,Špičasti hrib,"Škofjeloško, Cerkljansko hribovje in Jelovica",837,310475,74,4
2309,Sveti Primož in Felicijan (Jamnik),"Škofjeloško, Cerkljansko hribovje in Jelovica",831,475140,89,10
2310,Sveti Primož in Felicijan na Gabrški gori,"Škofjeloško, Cerkljansko hribovje in Jelovica",830,6900,43,1
2311,Gradišče pod Babjim zobom,"Škofjeloško, Cerkljansko hribovje in Jelovica",824,2090,33,1
2312,Sveti nadangel Gabrijel (Planica),"Škofjeloško, Cerkljansko hribovje in Jelovica",824,406724,83,10
2313,Koča na Hleviški planini,"Škofjeloško, Cerkljansko hribovje in Jelovica",815,454310,87,5
2314,Cerkovni vrh,"Škofjeloško, Cerkljansko hribovje in Jelovica",804,168251,60,2
2315,Leskovica,"Škofjeloško, Cerkljansko hribovje in Jelovica",800,162447,60,1
2316,Vrh Slajke,"Škofjeloško, Cerkljansko hribovje in Jelovica",790,2170,33,3
2317,Dom na Slajki,"Škofjeloško, Cerkljansko hribovje in Jelovica",789,386220,81,4
2318,Lepo brdo,"Škofjeloško, Cerkljansko hribovje in Jelovica",778,974,26,1
2319,Zagrebenc,"Škofjeloško, Cerkljansko hribovje in Jelovica",763,140002,57,1
2320,Sveti Tomaž (Vrsnik nad Žirmi),"Škofjeloško, Cerkljansko hribovje in Jelovica",744,5470,42,2
2321,Vrh soteske (Križna gora),"Škofjeloško, Cerkljansko hribovje in Jelovica",735,4140,39,2
2322,Sveti Pavel (Stara Oselica),"Škofjeloško, Cerkljansko hribovje in Jelovica",728,1320,29,1
2323,Lovska koča na Taležu,"Škofjeloško, Cerkljansko hribovje in Jelovica",725,470165,88,3
2324,Rovnik,"Škofjeloško, Cerkljansko hribovje in Jelovica",707,156533,59,2
2325,Hujska,"Škofjeloško, Cerkljansko hribovje in Jelovica",706,3240,37,2
2326,Rodne,"Škofjeloško, Cerkljansko hribovje in Jelovica",698,161006,59,1
2327,Sveti Križ (Križna Gora),"Škofjeloško, Cerkljansko hribovje in Jelovica",680,534931,93,12
2328,Sveti Tomaž nad Praprotnim,"Škofjeloško, Cerkljansko hribovje in Jelovica",666,297365,73,1
2329,Sveti Duh (Labinje),"Škofjeloško, Cerkljansko hribovje in Jelovica",665,1060,27,2
2330,Jagršče,"Škofjeloško, Cerkljansko hribovje in Jelovica",663,149066,58,1
2331,Zaganjalka,"Škofjeloško, Cerkljansko hribovje in Jelovica",661,1810,31,1
2332,Izvir Volaščice,"Škofjeloško, Cerkljansko hribovje in Jelovica",650,158775,59,1
2333,Šmarjetna gora,"Škofjeloško, Cerkljansko hribovje in Jelovica",646,565305,94,6
2334,Sveti Štefan (Kupljenik),"Škofjeloško, Cerkljansko hribovje in Jelovica",642,2810,36,1
2335,Šebrelje,"Škofjeloško, Cerkljansko hribovje in Jelovica",639,247423,68,1
2336,Bolnica Franja,"Škofjeloško, Cerkljansko hribovje in Jelovica",601,475331,89,1
2337,Lipniški grad (Pusti grad nad Lipnico),"Škofjeloško, Cerkljansko hribovje in Jelovica",590,9160,45,9
2338,Sveti Lovrenc na Lovrenški gori,"Škofjeloško, Cerkljansko hribovje in Jelovica",580,228130,66,1
2339,Sveti Jošt v Trebenčah,"Škofjeloško, Cerkljansko hribovje in Jelovica",573,147401,58,1
2340,Sveti Ivan nad Divjimi babami,"Škofjeloško, Cerkljansko hribovje in Jelovica",573,143340,58,1
2341,Cerkev Loretske Matere Božje v Suši,"Škofjeloško, Cerkljansko hribovje in Jelovica",560,142481,58,1
2342,Kapelica Na Koren,"Škofjeloško, Cerkljansko hribovje in Jelovica",550,4086,39,1
2343,Cerkev Marijinega rojstva v Policah,"Škofjeloško, Cerkljansko hribovje in Jelovica",526,854,25,3
2344,Ojstra peč,"Škofjeloško, Cerkljansko hribovje in Jelovica",516,4380,40,10
2345,Sveti Lambert (Lancovo),"Škofjeloško, Cerkljansko hribovje in Jelovica",515,988,26,1
2346,Cerkev Sv. Križa na Brezju nad Srednjo vasjo,"Škofjeloško, Cerkljansko hribovje in Jelovica",511,910,26,3
2347,Slap Grmečica,"Škofjeloško, Cerkljansko hribovje in Jelovica",510,379093,81,4
2348,Zjavka,"Škofjeloško, Cerkljansko hribovje in Jelovica",505,2334,34,6
2349,Sveta Ana (Ledinica),"Škofjeloško, Cerkljansko hribovje in Jelovica",503,1560,30,1
2350,Grad Divja Loka (Stari grad),"Škofjeloško, Cerkljansko hribovje in Jelovica",502,238528,67,2
2351,Stovc (Stolec),"Škofjeloško, Cerkljansko hribovje in Jelovica",474,3220,37,4
2352,Krancelj,"Škofjeloško, Cerkljansko hribovje in Jelovica",453,206467,64,1
2353,Sveti Pavel (Straža),"Škofjeloško, Cerkljansko hribovje in Jelovica",451,995,26,1
2354,Divje babe,"Škofjeloško, Cerkljansko hribovje in Jelovica",450,288529,72,1
2355,Kamnitnik (nad Škofjo Loko),"Škofjeloško, Cerkljansko hribovje in Jelovica",426,3420,38,2
2356,Slap Šum,"Škofjeloško, Cerkljansko hribovje in Jelovica",425,304589,74,1
2357,Srednji Kamnitnik,"Škofjeloško, Cerkljansko hribovje in Jelovica",421,408,18,0
2358,Mali Kamnitnik,"Škofjeloško, Cerkljansko hribovje in Jelovica",416,567,21,0
2359,Medvedja luknja,"Škofjeloško, Cerkljansko hribovje in Jelovica",390,1050,27,0
2360,Slap v Sopotih (Pršjak),"Škofjeloško, Cerkljansko hribovje in Jelovica",360,226343,66,1
2361,Košenjak,"Strojna, Košenjak, Kozjak in Slovenske gorice",1522,574907,94,16
2362,Bivak Piramida,"Strojna, Košenjak, Kozjak in Slovenske gorice",1395,5500,42,7
2363,Kozji vrh (pri Košenjaku),"Strojna, Košenjak, Kozjak in Slovenske gorice",1383,4530,40,4
2364,Sveti Urban (nad Kozjim Vrhom),"Strojna, Košenjak, Kozjak in Slovenske gorice",1329,304286,74,5
2365,Dom na Košenjaku,"Strojna, Košenjak, Kozjak in Slovenske gorice",1169,329057,76,2
2366,Arlov bor,"Strojna, Košenjak, Kozjak in Slovenske gorice",1075,395,18,3
2367,Šteknetov vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",1061,2310,34,1
2368,Sv. Simon in Juda Tadej (Pernice),"Strojna, Košenjak, Kozjak in Slovenske gorice",1059,3400,38,3
2369,Pokeržnikov vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",1055,3735,39,3
2370,Kapunar,"Strojna, Košenjak, Kozjak in Slovenske gorice",1051,325707,76,11
2371,Sveti Jernej nad Muto,"Strojna, Košenjak, Kozjak in Slovenske gorice",1038,4912,41,6
2372,Šteharski vrh (Šteharnikov vrh),"Strojna, Košenjak, Kozjak in Slovenske gorice",1018,10390,45,5
2373,Bricnik,"Strojna, Košenjak, Kozjak in Slovenske gorice",1017,5640,42,8
2374,Sveti Urh (Strojna),"Strojna, Košenjak, Kozjak in Slovenske gorice",998,2870,36,2
2375,Sveti Janez Krstnik na Ojstrici,"Strojna, Košenjak, Kozjak in Slovenske gorice",982,197028,63,1
2376,Napečnikov vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",969,108,7,1
2377,Sršenov vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",963,2260,34,4
2378,Kranjčeva pečina,"Strojna, Košenjak, Kozjak in Slovenske gorice",960,356,17,2
2379,Možičev vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",926,1160,28,4
2380,Sveti Urban (Radelca),"Strojna, Košenjak, Kozjak in Slovenske gorice",920,2000,32,6
2381,Žavcarjev vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",915,527194,92,5
2382,Sveti Duh na Ostrem Vrhu,"Strojna, Košenjak, Kozjak in Slovenske gorice",904,362479,79,6
2383,Sveti Pankracij (Radelca),"Strojna, Košenjak, Kozjak in Slovenske gorice",900,3370,37,9
2384,Koča na Žavcarjevem vrhu,"Strojna, Košenjak, Kozjak in Slovenske gorice",863,364298,79,4
2385,Grilov vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",835,2080,32,2
2386,Janžev vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",821,395,18,2
2387,Sveti Trije Kralji (nad Radljami ob Dravi),"Strojna, Košenjak, Kozjak in Slovenske gorice",820,3834,39,3
2388,Sveti Primož nad Muto,"Strojna, Košenjak, Kozjak in Slovenske gorice",806,3390,37,5
2389,Zavetišče Onuk - Glavar,"Strojna, Košenjak, Kozjak in Slovenske gorice",790,829,25,3
2390,Sveta Katarina (Zgornja Kapla),"Strojna, Košenjak, Kozjak in Slovenske gorice",777,708,24,3
2391,Tolsti vrh (na Kozjaku),"Strojna, Košenjak, Kozjak in Slovenske gorice",756,518,21,4
2392,Brinjeva gora (nad Prevaljami),"Strojna, Košenjak, Kozjak in Slovenske gorice",723,13650,46,3
2393,Tojzlov vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",703,376860,81,6
2394,Planinski dom Kozjak,"Strojna, Košenjak, Kozjak in Slovenske gorice",690,296953,73,5
2395,Sveti Jurij (Remšnik),"Strojna, Košenjak, Kozjak in Slovenske gorice",685,977,26,4
2396,Odomovo jezero,"Strojna, Košenjak, Kozjak in Slovenske gorice",661,1300,29,1
2397,Lovska koča Radlje ob Dravi,"Strojna, Košenjak, Kozjak in Slovenske gorice",622,5390,42,1
