gora_id,ime,cas,zahtevnost
1839,Trbovlje - Koča na Čemšeniški planini,255,lahka označena pot
1839,Izlake - Koča na Čemšeniški planini,165,lahka označena pot
1839,Izlake - Koča na Čemšeniški planini (skozi Razbor pri Čemšeniku),175,lahka označena pot
1839,Dom pod Reško planino - Koča na Čemšeniški planini,195,lahka označena pot
1839,Kisovec - Koča na Čemšeniški planini,205,lahka označena pot
1839,Zagorje ob Savi - Koča na Čemšeniški planini,230,lahka označena pot
1840,Štufna - Veliki Rog,50,lahka označena pot
1840,Kočevsko (Rudniško) jezero - Veliki Rog (Po medvedovih stopinjah),450,lahka označena pot
1841,Zabukovica - Gozdnik,125,lahka označena pot
1841,Lovska koča pod Gozdnikom - Gozdnik,70,lahka označena pot
1841,Laško - Gozdnik,225,lahka označena pot
1841,Zagreben (pri Dikcu) - Gozdnik,90,lahka označena pot
1841,Liboje - Gozdnik,180,lahka označena pot
1841,Spodnja Rečica - Gozdnik (čez Tolsto),200,lahka označena pot
1841,Pongrac (grobišče talcev) - Gozdnik (mimo Malega Gozdnika),125,lahka označena pot
1841,Pongrac (grobišče talcev) - Gozdnik (mimo Petelinovega vrha),120,lahka označena pot
1841,Zgornja Rečica (cerkev bl. Antona Martina Slomška) - Gozdnik,205,lahka označena pot
1842,Trbovlje - Homič,135,lahka označena pot
1842,Podmeja - Homič,60,lahka označena pot
1842,Marija Reka (Koritnikov most) - Homič (po gozdni vlaki),150,lahka označena pot
1842,Matke - Homič (mimo Kočeta in po gozdni vlaki),145,lahka označena pot
1842,Matke - Homič (mimo Kočeta in čez Kriško planino),155,lahka označena pot
1842,Prebold - Homič (po gozdni vlaki),175,lahka označena pot
1842,Marija Reka (Koritnikov most) - Homič (čez Kriško planino),160,lahka označena pot
1842,Prebold - Homič (čez Kriško planino),185,lahka označena pot
1843,Kočevje - Ledenik,135,lahka označena pot
1843,Koča pri Jelenovem studencu - Ledenik,75,lahka označena pot
1843,Slovenska vas - Ledenik,195,lahka označena pot
1844,Zidani Most - Sveta Marija (Ključevica),150,lahka označena pot
1844,Hrastnik (Podkraj) - Sveta Marija (Ključevica),170,lahka neoznačena steza
1844,Dolina Sopote (Zagrad) - Sveta Marija (Ključevica),155,lahka označena pot
1844,Radeče - Sveta Marija (Ključevica),190,lahka označena pot
1845,Planina - Mirna gora,45,lahka označena pot
1845,Vrčice - Mirna gora (čez Škrilj),130,lahka označena pot
1845,Dom na Mirni gori - Mirna gora,10,lahka označena pot
1845,Vrčice - Mirna gora (čez Planino),130,lahka označena pot
1846,Slovenska vas - Slovenski vrh,90,lahka označena pot
1846,Kočevje - Slovenski vrh,240,lahka označena pot
1846,Koča pri Jelenovem studencu - Slovenski vrh,180,lahka označena pot
1847,Kočevje - Mestni vrh (Kalanova pot),90,lahka označena pot
1847,Kočevje - Mestni vrh (Grajska pot),100,lahka označena pot
1848,Jablance - Veliki Javornik (Bohor) (čez Koprivnik),120,lahka označena pot
1848,Jablance - Veliki Javornik (Bohor) (čez Travni laz),100,lahka neoznačena steza
1848,Kozje - Veliki Javornik (Bohor) (čez Koprivnik),165,lahka označena pot
1848,Lesično - Veliki Javornik (Bohor),225,lahka označena pot
1848,Jablance - Veliki Javornik (Bohor) (mimo Koče na Bohorju),110,lahka označena pot
1848,Stara Žaga - Veliki Javornik (Bohor) (preko Skalice),130,lahka označena pot
1848,Planina pri Sevnici - Veliki Javornik (Bohor) (mimo Lovskega doma Bohor),150,lahka označena pot
1848,Planina pri Sevnici - Veliki Javornik (Bohor),150,lahka označena pot
1848,Šentvid pri Planini - Veliki Javornik (Bohor),120,lahka označena pot
1848,Podgorje ob Sevnični (Kurja vas) - Veliki Javornik (Bohor),160,lahka označena pot
1849,Trbovlje - Sveta planina (Partizanski vrh),120,lahka označena pot
1849,Podmeja - Sveta planina (Partizanski vrh),90,lahka označena pot
1849,Planinski dom Vrhe - Sveta planina (Partizanski vrh),35,lahka označena pot
1849,Potoška vas - Sveta planina (Partizanski vrh),90,lahka označena pot
1849,Loke - Sveta planina (Partizanski vrh),145,lahka označena pot
1849,Loke - Sveta planina (Partizanski vrh) (čez Krvavico),185,delno zahtevna označena pot
1849,Dom pod Reško planino - Sveta planina (Partizanski vrh),125,lahka označena pot
1850,Kočevje - Požgani hrib (Grajska pot),110,lahka označena pot
1850,Kočevje - Požgani hrib (Kalanova pot),120,lahka označena pot
1851,Vrčice - Dom na Mirni gori (po cesti),135,lahka označena pot
1851,Vrčice - Dom na Mirni gori (čez Planino),120,lahka označena pot
1851,Planina - Dom na Mirni gori,35,lahka označena pot
1851,Vrčice - Dom na Mirni gori (čez Škrilj),120,lahka označena pot
1852,Kočevje - Livoldski vrh (Grajska pot),105,lahka označena pot
1852,Novi Lazi - Livoldski vrh,70,lahka neoznačena steza
1853,Zidani Most - Veliko Kozje (mimo Gašperjeve koče),160,lahka označena pot
1853,Zidani Most - Veliko Kozje (mimo Klenovška in čez Mrzlo planino),180,lahka neoznačena steza
1853,Gračnica - Veliko Kozje,135,lahka označena pot
1853,Breg - Veliko Kozje,195,lahka označena pot
1853,Dolina Gračnice (Blatnik) - Veliko Kozje,185,lahka označena pot
1854,Hrastnik - Kal (Kalski hrib) (čez Klobuk),145,lahka označena pot
1854,Hrastnik - Kal (Kalski hrib) (čez Ravne),145,lahka označena pot
1854,Dol pri Hrastniku - Kal (Kalski hrib),130,lahka označena pot
1854,Zavrate - Kal (Kalski hrib),160,delno zahtevna označena pot
1854,Hrastnik - Kal (Kalski hrib) (čez Blate),140,lahka označena pot
1855,Jablance - Koprivnik (Bohor),80,lahka označena pot
1855,Kozje - Koprivnik (Bohor) (čez Vetrnik),190,lahka označena pot
1855,Lesično - Koprivnik (Bohor),195,lahka označena pot
1855,Planina pri Sevnici - Koprivnik (Bohor),120,lahka označena pot
1855,Planina pri Sevnici - Koprivnik (Bohor) (mimo Lovskega doma Bohor in čez Veliki Javornik),185,lahka označena pot
1855,Podgorje ob Sevnični (Kurja vas) - Koprivnik (Bohor),195,lahka označena pot
1855,Šentvid pri Planini - Koprivnik (Bohor),90,lahka označena pot
1856,Kočevje - Grad Fridrihštajn (Grajska pot),90,lahka označena pot
1856,Kočevje - Grad Fridrihštajn (plezalna pot),90,zelo zahtevna označena pot
1857,Ribnica (Lepovče) - Stene svete Ane,95,lahka označena pot
1857,Seljan - Stene svete Ane (položna pot),65,lahka označena pot
1857,Steljnik - Stene svete Ane,80,lahka označena pot
1857,Ortnek - Stene svete Ane,150,lahka označena pot
1857,Podpeč - Stene svete Ane (čez Grmado),235,lahka označena pot
1857,Gornje Retje - Stene svete Ane (čez Grmado),240,lahka označena pot
1857,Podgora - Stene svete Ane (čez Grmado),220,lahka označena pot
1857,Dule - Stene svete Ane (čez Grmado),260,lahka označena pot
1858,Krvavi kamen - Dom pri Miklavžu (po cesti),15,lahka označena pot
1859,Dolina Sopote (Zagrad) - Nebeška gora,130,lahka označena pot
1859,Zidani Most - Nebeška gora (vzhodna pot),160,lahka označena pot
1859,Radeče - Nebeška gora,165,lahka označena pot
1859,Zidani Most - Nebeška gora (zahodna pot),165,lahka označena pot
1860,Blagovica - Špilk,90,lahka označena pot
1860,Trojane - Špilk,150,lahka označena pot
1860,Trojane - Špilk (mimo križa Na Kočni),135,lahka označena pot
1861,Komarna vas - Gače,60,lahka označena pot
1862,Jablance - Skalica (Bohor) (čez Travni laz),120,lahka neoznačena steza
1862,Stara Žaga - Skalica (Bohor) (preko Možnice),100,lahka označena pot
1862,Planina pri Sevnici - Skalica (Bohor) (mimo Lovskega doma Bohor),120,lahka označena pot
1862,Jablance - Skalica (Bohor) (mimo Koče na Bohorju in čez Veliki Javornik),170,lahka označena pot
1862,Planina pri Sevnici - Skalica (Bohor) (čez Veliki Javornik),210,lahka označena pot
1862,Podgorje ob Sevnični (Kurja vas) - Skalica (Bohor),140,lahka označena pot
1862,Šentvid pri Planini - Skalica (Bohor) (čez Veliki Javornik),180,lahka označena pot
1863,Breg (Liški potok) - Lisca,125,lahka označena pot
1863,Cerje - Lisca (plezalna pot),45,izjemno zahtevna označena pot
1863,Krakovo (vinska klet Mastnak) - Lisca (čez vertikalo),105,delno zahtevna neoznačena pot
1863,Železniška postaja Sevnica - Lisca (Iz Sevnice preko Zajčje Gore na Lisco),170,lahka označena pot
1863,Krakovo (vinska klet Mastnak) - Lisca (Pastirčkova pot),115,lahka označena pot
1863,Krakovo (vinska klet Mastnak) - Lisca (čez Skalce),110,lahka označena pot
1863,Planina pri Sevnici - Lisca,275,lahka označena pot
1863,Krakovo (vinska klet Mastnak) - Lisca (mimo sv. Jošta),115,lahka označena pot
1863,Sevnica - Lisca (čez Zajčjo Goro in Skalce),175,lahka označena pot
1863,Sevnica - Lisca (čez Zajčjo Goro in po Pastirčkovi poti),180,lahka označena pot
1863,Breg - Lisca (mimo sv. Lovrenca),205,lahka označena pot
1863,Podgorje ob Sevnični (Kurja vas) - Lisca,220,lahka označena pot
1863,Sevnica - Lisca (čez Zajčjo Goro in mimo sv. Jošta.),180,lahka označena pot
1863,Dolina Gračnice (Blatnik) - Lisca,220,lahka označena pot
1864,Hrastnik - Planinski dom na Kalu (čez Klobuk),135,lahka označena pot
1864,Hrastnik - Planinski dom na Kalu (čez Ravne),135,lahka označena pot
1864,Dol pri Hrastniku - Planinski dom na Kalu,120,lahka označena pot
1864,Hrastnik - Planinski dom na Kalu (čez Blate),130,lahka označena pot
1864,Zavrate - Planinski dom na Kalu,150,delno zahtevna označena pot
1865,Laško - Malič,135,lahka označena pot
1865,Liboje - Malič,120,lahka označena pot
1865,Zagreben (pri Dikcu) - Malič,90,lahka označena pot
1865,Spodnja Rečica - Malič (čez Tolsto),135,lahka označena pot
1865,Tremerje - Malič (po vzhodnem grebenu Maliča),100,"lahka označena pot, lahka neoznačena steza"
1865,Tremerje - Malič (po zahodnem grebenu Maliča),120,lahka označena pot
1865,Laško - Malič (po vzhodnem grebenu Maliča),110,"lahka označena pot, lahka neoznačena steza"
1865,Zgornja Rečica (cerkev bl. Antona Martina Slomška) - Malič,140,lahka označena pot
1866,Planina pri Sevnici - Mala Lisca,260,"lahka označena pot, lahka neoznačena steza"
1866,Podgorje ob Sevnični (Kurja vas) - Mala Lisca,205,"lahka označena pot, lahka neoznačena steza"
1867,Planina pri Sevnici - Ješivec,220,lahka označena pot
1867,Podgorje ob Sevnični (Kurja vas) - Ješivec,165,lahka označena pot
1867,Krakovo (vinska klet Mastnak) - Ješivec,135,lahka neoznačena steza
1867,Sevnica - Ješivec (čez Zajčjo Goro),200,lahka neoznačena steza
1868,Podgorje ob Sevnični (Kurja vas) - Zaloška gora,115,lahka označena pot
1869,Mlinše - Roviškovec,120,ni podatka
1869,Krače - Roviškovec (zahodna pot),90,lahka označena pot
1869,Krače - Roviškovec (vzhodna pot),90,lahka označena pot
1870,Prebold - Reška planina,190,delno zahtevna označena pot
1870,Marija Reka (Strgarjev kamnolom) - Reška planina,145,delno zahtevna označena pot
1870,Prebold - Reška planina (čez Gradišče),190,delno zahtevna označena pot
1870,Podmeja - Reška planina (po grebenu),125,lahka označena pot
1870,Prebold - Reška planina (čez Tolsti vrh in Strnik),180,lahka označena pot
1870,Prebold - Reška planina (mimo Žvajge),205,delno zahtevna označena pot
1871,Lesično - Debeli vrh (Bohor),105,lahka označena pot
1871,Kozje - Debeli vrh (Bohor) (čez Vetrnik),155,lahka označena pot
1871,Jablance - Debeli vrh (Bohor),95,lahka označena pot
1871,Planina pri Sevnici - Debeli vrh (Bohor),150,lahka označena pot
1871,Šentvid pri Planini - Debeli vrh (Bohor),120,lahka označena pot
1872,Jablance - Plešivec (Bohor),65,lahka označena pot
1872,Planina pri Sevnici - Plešivec (Bohor),120,"lahka označena pot, lahka neoznačena steza"
1872,Planina pri Sevnici - Plešivec (Bohor) (mimo Lovskega doma Bohor in čez Veliki Javornik),190,"lahka označena pot, lahka neoznačena steza"
1872,Šentvid pri Planini - Plešivec (Bohor),95,"lahka označena pot, lahka neoznačena steza"
1872,Podgorje ob Sevnični (Kurja vas) - Plešivec (Bohor),200,"lahka označena pot, lahka neoznačena steza"
1873,Jablance - Petrova skala na Bohorju (mimo Koče na Bohorju),65,lahka označena pot
1873,Planina pri Sevnici - Petrova skala na Bohorju (mimo Lovskega doma Bohor in čez Veliki Javornik),185,lahka označena pot
1873,Planina pri Sevnici - Petrova skala na Bohorju,120,lahka označena pot
1873,Podgorje ob Sevnični (Kurja vas) - Petrova skala na Bohorju,195,lahka označena pot
1873,Šentvid pri Planini - Petrova skala na Bohorju,90,lahka označena pot
1874,Prebold - Adijev bivak na Reški planini,180,delno zahtevna označena pot
1874,Podmeja - Adijev bivak na Reški planini (po grebenu),130,lahka označena pot
1874,Prebold - Adijev bivak na Reški planini (čez Tolsti vrh in Strnik),185,lahka označena pot
1874,Marija Reka (Strgarjev kamnolom) - Adijev bivak na Reški planini,135,delno zahtevna označena pot
1874,Prebold - Adijev bivak na Reški planini (mimo Žvajge),195,delno zahtevna označena pot
1874,Prebold - Adijev bivak na Reški planini (čez Gradišče),180,delno zahtevna označena pot
1875,Ribnica (Lepovče) - Koča pri Sveti Ani na Mali gori,75,lahka označena pot
1875,Seljan - Koča pri Sveti Ani na Mali gori (položna pot),45,lahka označena pot
1875,Steljnik - Koča pri Sveti Ani na Mali gori,60,lahka označena pot
1875,Ortnek - Koča pri Sveti Ani na Mali gori,165,lahka označena pot
1875,Podgora - Koča pri Sveti Ani na Mali gori (čez Grmado),235,lahka označena pot
1875,Gornje Retje - Koča pri Sveti Ani na Mali gori (čez Grmado),255,lahka označena pot
1875,Podpeč - Koča pri Sveti Ani na Mali gori (čez Grmado),250,lahka označena pot
1875,Dule - Koča pri Sveti Ani na Mali gori (čez Grmado),275,lahka označena pot
1876,Rimske Toplice - Kopitnik (po dolini Ogeškega potoka),125,delno zahtevna označena pot
1876,Dom v Gorah - Kopitnik,100,delno zahtevna označena pot
1876,Rimske Toplice (Šmarjeta) - Kopitnik (skozi Lurd),125,delno zahtevna označena pot
1876,Širje - Kopitnik,115,delno zahtevna označena pot
1876,Rimske Toplice - Kopitnik (čez Borovo in Lukovški preval),125,delno zahtevna označena pot
1876,Marno - Kopitnik,115,delno zahtevna označena pot
1877,Loke - Krvavica (skozi okno),80,delno zahtevna označena pot
1877,Loke - Krvavica (mimo Zajčeve koče),130,lahka označena pot
1878,Trbovlje - Planinski dom Vrhe,150,lahka označena pot
1878,Loke - Planinski dom Vrhe,110,lahka označena pot
1878,Podmeja - Planinski dom Vrhe,120,lahka označena pot
1878,Loke - Planinski dom Vrhe (čez Krvavico),150,delno zahtevna označena pot
1878,Podmeja - Planinski dom Vrhe (severna pot),100,lahka označena pot
1878,Dom pod Reško planino - Planinski dom Vrhe,180,lahka označena pot
1879,Jablance - Koča na Bohorju,60,lahka označena pot
1879,Kozje - Koča na Bohorju (čez Vetrnik),180,lahka označena pot
1879,Lesično - Koča na Bohorju,180,lahka označena pot
1879,Planina pri Sevnici - Koča na Bohorju,120,lahka označena pot
1879,Stara Žaga - Koča na Bohorju (preko Skalice in V. Javornika),190,lahka označena pot
1879,Planina pri Sevnici - Koča na Bohorju (mimo Lovskega doma Bohor in čez Veliki Javornik),185,lahka označena pot
1879,Šentvid pri Planini - Koča na Bohorju,90,lahka označena pot
1879,Podgorje ob Sevnični (Kurja vas) - Koča na Bohorju,195,lahka označena pot
1880,Jablance - Grmada (Bohor),80,lahka označena pot
1881,Hrastnik - Klobuk (mimo Jelence),90,lahka označena pot
1881,Hrastnik - Klobuk (čez Ravne),145,lahka označena pot
1881,Dol pri Hrastniku - Klobuk,130,lahka označena pot
1881,Zavrate - Klobuk,160,delno zahtevna označena pot
1882,Lašče - Sveti Peter,105,lahka označena pot
1882,Podgozd - Sveti Peter,110,lahka označena pot
1882,Mrzle doline - Sveti Peter,75,lahka označena pot
1883,Ortnek - Grmada na Mali gori,60,lahka označena pot
1883,Gornje Retje - Grmada na Mali gori,100,lahka označena pot
1883,Podgora - Grmada na Mali gori,80,lahka označena pot
1883,Dule - Grmada na Mali gori,120,lahka označena pot
1883,Podpeč - Grmada na Mali gori,95,lahka neoznačena steza
1883,Ribnica (Lepovče) - Grmada na Mali gori (čez Stene sv. Ane),230,lahka označena pot
1883,Velike Lašče - Grmada na Mali gori (čez Kamen vrh),120,lahka označena pot
1883,Velike Lašče - Grmada na Mali gori (čez Gornje Retje),120,lahka označena pot
1884,Jablance - Naravno bohorsko okno (mimo Koče na Bohorju),70,lahka označena pot
1884,Planina pri Sevnici - Naravno bohorsko okno (mimo Lovskega doma Bohor in čez Veliki Javornik),190,lahka označena pot
1884,Planina pri Sevnici - Naravno bohorsko okno,125,lahka označena pot
1884,Šentvid pri Planini - Naravno bohorsko okno,95,lahka označena pot
1884,Podgorje ob Sevnični (Kurja vas) - Naravno bohorsko okno,200,lahka označena pot
1885,GEOSS - Slivna (Pivkelj),60,lahka označena pot
1885,Katarija - Slivna (Pivkelj),115,lahka označena pot
1885,Moravče - Slivna (Pivkelj),150,lahka označena pot
1885,Kandrše (Trata) - Slivna (Pivkelj) (mimo GEOSS-a),120,lahka označena pot
1885,Kandrše (Trata) - Slivna (Pivkelj) (mimo sv. Florjana),140,lahka označena pot
1886,Zavrh pri Trojanah - Reber,45,lahka označena pot
1886,Kolovrat - Reber,60,lahka označena pot
1886,Orehovica (pri Mosarju) - Reber,120,"lahka neoznačena steza, lahka označena pot"
1887,Krače - Pleše,105,lahka označena pot
1887,Mlinše - Pleše (preko Zasavske Svete gore),150,lahka označena pot
1887,Izlake - Pleše (čez Vežnico),105,lahka označena pot
1887,Izlake - Pleše (čez Grobovščico),135,lahka označena pot
1888,Dom v Gorah - Koča na Kopitniku,75,lahka označena pot
1888,Rimske Toplice - Koča na Kopitniku (po dolini Ogeškega potoka),100,lahka označena pot
1888,Rimske Toplice (Šmarjeta) - Koča na Kopitniku (skozi Lurd),100,lahka označena pot
1888,Širje - Koča na Kopitniku,90,lahka označena pot
1888,Marno - Koča na Kopitniku,90,lahka označena pot
1889,Matke - Kamnik (severozahodna pot),80,delno zahtevna označena pot
1889,Matke - Kamnik (južna pot),80,zahtevna označena pot
1889,Griže - Kamnik (čez Zahom),150,delno zahtevna označena pot
1889,"Matke, Podmrzlica - Kamnik (Južna pot)",70,zahtevna označena pot
1890,Kozje - Oslica (Bohor) (čez Vetrnik),130,lahka označena pot
1890,Lesično - Oslica (Bohor),105,lahka označena pot
1890,Planina pri Sevnici - Oslica (Bohor) (severna pot),155,"lahka označena pot, lahka neoznačena steza"
1890,Jablance - Oslica (Bohor) (mimo Koče na Bohorju),115,"lahka označena pot, lahka neoznačena steza"
1890,Šentvid pri Planini - Oslica (Bohor) (čez Škofov travnik),140,"lahka označena pot, lahka neoznačena steza"
1890,Šentvid pri Planini - Oslica (Bohor) (severna pot),125,"lahka označena pot, lahka neoznačena steza"
1890,Planina pri Sevnici - Oslica (Bohor) (čez Škofov travnik),170,"lahka označena pot, lahka neoznačena steza"
1891,Renke - Ostrež,90,lahka označena pot
1892,Zavrate - Ostri vrh,80,delno zahtevna označena pot
1892,Hrastnik - Ostri vrh,100,delno zahtevna označena pot
1892,Dol pri Hrastniku - Ostri vrh,95,delno zahtevna označena pot
1892,Zgornja Rečica (cerkev bl. Antona Martina Slomška) - Ostri vrh,115,delno zahtevna označena pot
1893,Vače - Zasavska Sveta gora,120,lahka označena pot
1893,Rovišče - Zasavska Sveta gora (peš pot),30,delno zahtevna označena pot
1893,Krače - Zasavska Sveta gora,75,lahka označena pot
1893,Rovišče - Zasavska Sveta gora (po cesti),35,lahka označena pot
1893,Mlinše - Zasavska Sveta gora,90,lahka neoznačena steza
1893,Vače - Zasavska Sveta gora (po grebenu),155,lahka označena pot
1893,Vidrga - Zasavska Sveta gora (po gozdni stezi),90,lahka neoznačena steza
1893,Vače - Zasavska Sveta gora (po pobočju),150,lahka označena pot
1893,Vidrga - Zasavska Sveta gora (po kolovozu),90,lahka neoznačena steza
1894,Kočevje - Koča pri Jelenovem studencu (Grajska pot),90,lahka označena pot
1894,Kočevje - Koča pri Jelenovem studencu (Kalanova pot),75,lahka označena pot
1895,Trojane - Lipovec,90,lahka neoznačena steza
1896,Prebold - Strtnik (Strnik) (čez Tolsti vrh),115,lahka označena pot
1897,Planina pri Sevnici - Lovski dom Bohor,90,lahka označena pot
1898,Izlake - Sv. Primož in Felicijan (Razbor pri Čemšeniku),125,"lahka označena pot, lahka neoznačena steza"
1898,Kisovec - Sv. Primož in Felicijan (Razbor pri Čemšeniku),155,"lahka označena pot, lahka neoznačena steza"
1898,Zagorje ob Savi - Sv. Primož in Felicijan (Razbor pri Čemšeniku),180,"lahka označena pot, lahka neoznačena steza"
1899,Kočevje - Ledena jama na Stojni (Kalanova pot),105,lahka označena pot
1900,Sveta Trojica - Cicelj,105,lahka označena pot
1900,Senožeti - Cicelj,90,lahka označena pot
1900,Križevska vas - Cicelj (mimo kmetije Buven),45,lahka označena pot
1900,Križevska vas - Cicelj,40,lahka označena pot
1900,Senožeti - Cicelj (lovska pot),90,lahka označena pot
1900,Kamnica - Cicelj,100,lahka označena pot
1900,Kamnica - Cicelj (mimo kmetije Buven),105,lahka označena pot
1901,Zagrad - Tolsti vrh nad Celjsko kočo (vzhodna pot),105,lahka označena pot
1901,Zvodno - Tolsti vrh nad Celjsko kočo (skozi Hudičev graben),105,zahtevna označena pot
1901,Zagrad - Tolsti vrh nad Celjsko kočo (Po vrheh),100,lahka označena pot
1901,Štore - Tolsti vrh nad Celjsko kočo (mimo  Marije),120,lahka označena pot
1901,Štore - Tolsti vrh nad Celjsko kočo (skozi Bojanski graben),150,lahka označena pot
1901,Zvodno - Tolsti vrh nad Celjsko kočo (skozi Suhi potok),90,lahka označena pot
1901,"Štore - Tolsti vrh nad Celjsko kočo (čez Resevno, Resje in mimo Alminega doma)",240,lahka označena pot
1901,Štore - Tolsti vrh nad Celjsko kočo (čez Žlajfo),135,lahka označena pot
1901,Zvodno - Tolsti vrh nad Celjsko kočo (skozi Suhi potok in čez smučišče),90,lahka označena pot
1901,Zvodno - Tolsti vrh nad Celjsko kočo (čez Srebotnik po CPP),135,lahka označena pot
1901,Zvodno - Tolsti vrh nad Celjsko kočo (mimo Marije),100,lahka označena pot
1901,Kozolec (Laška vas - Pečovje)  - Tolsti vrh nad Celjsko kočo (mimo Marije in po CPP),95,lahka označena pot
1901,Teharje - Tolsti vrh nad Celjsko kočo (čez Srebotnik po CPP),180,lahka označena pot
1901,Kozolec (Laška vas - Pečovje)  - Tolsti vrh nad Celjsko kočo (čez Srebotnik po CPP),135,lahka označena pot
1902,Matke - Golava,75,lahka označena pot
1902,Marija Reka (Strgar) - Golava (Zvonetova pot - stalno zaprta),75,zahtevna označena pot
1902,Marija Reka (Strgarjev kamnolom) - Golava (Ovčja pot),105,delno zahtevna označena pot
1902,Prebold - Golava,105,lahka označena pot
1902,Marija Reka (Koritnikov most) - Golava (Zvonetova pot),90,zahtevna označena pot
1903,Onek - Lovski vrh,45,lahka označena pot
1903,Mačkovec - Lovski vrh,15,lahka neoznačena steza
1904,GEOSS - Dom na Zgornji Slivni,30,lahka označena pot
1904,Katarija - Dom na Zgornji Slivni,135,lahka označena pot
1904,Kandrše (Trata) - Dom na Zgornji Slivni (mimo GEOSS-a),90,lahka označena pot
1904,Moravče - Dom na Zgornji Slivni (čez Pivkelj),170,lahka označena pot
1905,Dolina Sopote (Zagrad) - Sveta Trojica (Čimerno),100,lahka označena pot
1905,Radeče - Sveta Trojica (Čimerno),135,lahka označena pot
1905,Zidani Most - Sveta Trojica (Čimerno),135,lahka označena pot
1906,Krače - Planinski dom na Zasavski Sveti gori,70,lahka označena pot
1906,Mlinše - Planinski dom na Zasavski Sveti gori,90,lahka neoznačena steza
1906,Rovišče - Planinski dom na Zasavski Sveti gori (pešpot),25,delno zahtevna označena pot
1906,Rovišče - Planinski dom na Zasavski Sveti gori (po cesti),30,lahka označena pot
1906,Vače - Planinski dom na Zasavski Sveti gori (po pobočju),150,lahka označena pot
1906,Vidrga - Planinski dom na Zasavski Sveti gori (po gozdni stezi),90,lahka neoznačena steza
1906,Vače - Planinski dom na Zasavski Sveti gori (po grebenu),155,lahka označena pot
1906,Vidrga - Planinski dom na Zasavski Sveti gori (po kolovozu),90,lahka neoznačena steza
1907,Gabrje - Planinski dom pri Gospodični,70,lahka označena pot
1907,Vahta - Planinski dom pri Gospodični (po cesti),120,lahka označena pot
1908,Pogorelec - Sedlata gorica (Pogorelec),45,lahka neoznačena steza
1909,Zavrate - Govško brdo,40,lahka označena pot
1909,Laško (pokopališče Laško) - Govško brdo,155,lahka označena pot
1909,Laško (pokopališče Laško) - Govško brdo (mimo pastirske kapelice),155,lahka neoznačena steza
1909,Zgornja Rečica (cerkev bl. Antona Martina Slomška) - Govško brdo,75,lahka označena pot
1909,Zgornja Rečica (Maček) - Govško brdo,95,lahka označena pot
1909,Zgornja Rečica (Maček) - Govško brdo (mimo pastirske kapelice),95,lahka neoznačena steza
1910,Lesično - Brest (Bohor),90,lahka označena pot
1910,Kozje - Brest (Bohor) (čez Vetrnik),120,lahka označena pot
1910,Jablance - Brest (Bohor) (mimo Koče na Bohorju),100,lahka označena pot
1910,Planina pri Sevnici - Brest (Bohor) (čez Škofov travnik),155,lahka označena pot
1910,Planina pri Sevnici - Brest (Bohor) (severna pot),140,lahka označena pot
1910,Šentvid pri Planini - Brest (Bohor) (čez Škofov travnik),125,lahka označena pot
1910,Šentvid pri Planini - Brest (Bohor) (severna pot),110,lahka označena pot
1910,Kozje - Brest (Bohor) (čez Bredič),245,zahtevna označena pot
1911,Štore - Veliki vrh nad Svetino (čez Žlajfo in čez Svetino),135,lahka označena pot
1911,Štore - Veliki vrh nad Svetino (mimo Marije in čez Svetino),150,lahka označena pot
1911,Celje - Veliki vrh nad Svetino,225,lahka označena pot
1911,Štore - Veliki vrh nad Svetino (skozi Bojanski graben in čez Svetino),150,lahka označena pot
1911,"Štore - Veliki vrh nad Svetino (čez Resevno, Resje in Svetino)",240,lahka označena pot
1912,Lanišče - Janče,30,lahka označena pot
1912,Jevnica - Janče,105,lahka označena pot
1912,Besnica - Janče,135,lahka označena pot
1912,Veliko Trebeljevo - Janče,135,lahka označena pot
1912,Laze pri Dolskem - Janče,135,lahka označena pot
1912,Litija - Janče (čez Širmanski hrib),210,lahka označena pot
1913,Trojane - Pašnik Lipovec,85,lahka označena pot
1914,Zavrate - Baba (nad Rečico),40,delno zahtevna označena pot
1914,Zgornja Rečica (cerkev bl. Antona Martina Slomška) - Baba (nad Rečico),75,delno zahtevna označena pot
1915,Breg (Liški potok) - Sv. Jošt (pod vrhom Lisce),100,lahka označena pot
1915,Breg - Sv. Jošt (pod vrhom Lisce) (mimo sv. Lovrenca),180,lahka označena pot
1915,Sevnica - Sv. Jošt (pod vrhom Lisce) (čez Zajčjo Goro),155,lahka označena pot
1915,Krakovo (vinska klet Mastnak) - Sv. Jošt (pod vrhom Lisce),90,lahka označena pot
1915,Gračnica - Sv. Jošt (pod vrhom Lisce) (mimo Mlinariča),255,lahka označena pot
1915,Dolina Gračnice (Blatnik) - Sv. Jošt (pod vrhom Lisce),195,lahka označena pot
1916,Laško - Dom na Šmohorju,120,lahka označena pot
1916,Liboje - Dom na Šmohorju,75,lahka označena pot
1916,Zagreben (pri Dikcu) - Dom na Šmohorju,45,lahka označena pot
1916,Spodnja Rečica - Dom na Šmohorju (čez Tolsto),95,lahka označena pot
1916,Tremerje - Dom na Šmohorju,120,lahka označena pot
1916,Liboje - Dom na Šmohorju (mimo ekološke kmetije Kralj),90,lahka označena pot
1916,Tremerje - Dom na Šmohorju (po grebenu Malega Slomnika),100,"lahka neoznačena steza, lahka označena pot"
